Anio,Mes,Dia,Hora,TotalGeneradas,TotalCanceladas,TotalCanceladasConCupones,TotalNoCanceladasConCupones,TotalNoCanceladasSinCupones
2017,6,16,12,2649,103,2,25,2521
2017,6,16,13,3037,134,4,28,2875
2017,6,16,14,3541,174,16,32,3335
2017,6,16,15,3280,166,9,32,3082
2017,6,16,16,3560,154,9,30,3376
2017,6,16,17,3523,151,4,27,3345
2017,6,16,18,3325,145,5,23,3157
2017,6,16,19,3312,155,8,26,3131
2017,6,16,20,3053,136,5,14,2903
2017,6,16,21,2853,121,3,16,2716
2017,6,16,22,2998,133,5,17,2848
2017,6,16,23,3117,124,3,15,2978
2017,6,17,0,3049,134,5,12,2903
2017,6,17,1,2987,123,5,11,2853
2017,6,17,2,2591,115,7,8,2468
2017,6,17,3,2035,106,5,4,1925
2017,6,17,4,1301,57,0,5,1239
2017,6,17,5,701,39,0,2,660
2017,6,17,6,375,16,0,6,353
2017,6,17,7,301,15,0,2,284
2017,6,17,8,337,4,0,0,333
2017,6,17,9,385,14,0,0,371
2017,6,17,10,620,37,2,1,582
2017,6,17,11,1256,51,0,2,1203
2017,6,17,12,1799,92,3,10,1697
2017,6,17,13,2408,97,5,7,2304
2017,6,17,14,2520,104,9,22,2394
2017,6,17,15,2573,122,9,24,2427
2017,6,17,16,2725,146,9,21,2558
2017,6,17,17,2943,144,5,18,2781
2017,6,17,18,2593,129,4,24,2440
2017,6,17,19,2490,101,2,16,2373
2017,6,17,20,2739,130,2,9,2600
2017,6,17,21,2476,123,3,15,2338
2017,6,17,22,2645,140,6,16,2489
2017,6,17,23,2712,133,2,13,2566
2017,6,18,0,2734,131,0,14,2589
2017,6,18,1,2529,118,2,14,2397
2017,6,18,2,2465,102,8,10,2353
2017,6,18,3,1753,70,0,9,1674
2017,6,18,4,1152,57,0,7,1088
2017,6,18,5,711,29,0,2,680
2017,6,18,6,379,15,1,1,363
2017,6,18,7,247,9,0,2,236
2017,6,18,8,181,5,0,0,176
2017,6,18,9,330,19,1,1,310
2017,6,18,10,504,22,0,1,481
2017,6,18,11,905,38,0,1,866
2017,6,18,12,1362,70,0,3,1289
2017,6,18,13,1941,84,1,8,1849
2017,6,18,14,2260,97,2,4,2159
2017,6,18,15,2244,107,3,12,2125
2017,6,18,16,2313,100,0,11,2202
2017,6,18,17,2353,115,5,10,2228
2017,6,18,18,2527,133,2,8,2386
2017,6,18,19,2639,110,6,10,2519
2017,6,18,20,2676,111,3,15,2550
2017,6,18,21,3011,131,1,16,2864
2017,6,18,22,3297,149,1,7,3141
2017,6,18,23,3494,145,7,9,3340
2017,6,19,0,3577,155,3,9,3413
2017,6,19,1,3466,152,2,18,3296
2017,6,19,2,2886,107,3,14,2765
2017,6,19,3,2059,74,1,8,1977
2017,6,19,4,1142,60,0,2,1080
2017,6,19,5,542,24,1,2,516
2017,6,19,6,356,17,0,1,338
2017,6,19,7,212,13,1,0,199
2017,6,19,8,214,13,1,0,201
2017,6,19,9,392,21,0,0,371
2017,6,19,10,779,30,0,0,749
2017,6,19,11,1542,77,2,6,1459
2017,6,19,12,2486,118,1,21,2347
2017,6,19,13,3436,126,3,21,3289
2017,6,19,14,3815,169,7,23,3623
2017,6,19,15,3585,179,4,16,3390
2017,6,19,16,3605,174,7,28,3403
2017,6,19,17,4067,179,2,19,3869
2017,6,19,18,3712,198,3,35,3479
2017,6,19,19,3650,145,3,22,3483
2017,6,19,20,3571,172,2,18,3381
2017,6,19,21,3366,145,3,18,3203
2017,6,19,22,3473,143,4,10,3320
2017,6,19,23,3990,171,3,23,3796
2017,6,20,0,3758,165,3,24,3569
2017,6,20,1,3521,145,2,14,3362
2017,6,20,2,2906,125,5,6,2775
2017,6,20,3,2073,68,2,4,2001
2017,6,20,4,1186,44,2,7,1135
2017,6,20,5,666,32,0,3,631
2017,6,20,6,407,13,1,0,394
2017,6,20,7,264,11,0,0,253
2017,6,20,8,254,13,0,0,241
2017,6,20,9,523,21,0,1,501
2017,6,20,10,1000,29,0,3,968
2017,6,20,11,1567,67,0,10,1490
2017,6,20,12,2438,93,5,14,2331
2017,6,20,13,3233,130,1,17,3086
2017,6,20,14,3707,159,6,29,3519
2017,6,20,15,3578,173,6,24,3381
2017,6,20,16,3479,167,6,18,3294
2017,6,20,17,3656,165,3,16,3475
2017,6,20,18,3501,140,6,37,3324
2017,6,20,19,3599,156,5,27,3416
2017,6,20,20,3680,153,8,32,3495
2017,6,20,21,3550,176,10,27,3347
2017,6,20,22,3979,158,4,27,3794
2017,6,20,23,4326,175,2,29,4122
2017,6,21,0,4055,171,5,23,3861
2017,6,21,1,4071,167,4,21,3883
2017,6,21,2,3360,160,2,24,3176
2017,6,21,3,2480,103,3,10,2367
2017,6,21,4,1308,73,0,2,1233
2017,6,21,5,627,21,0,4,602
2017,6,21,6,430,25,0,0,405
2017,6,21,7,355,8,0,0,347
2017,6,21,8,304,13,1,1,290
2017,6,21,9,451,15,1,0,436
2017,6,21,10,1073,46,1,3,1024
2017,6,21,11,1942,65,0,11,1866
2017,6,21,12,2685,119,5,24,2542
2017,6,21,13,3378,146,3,37,3195
2017,6,21,14,3836,139,4,31,3666
2017,6,21,15,4096,149,6,28,3919
2017,6,21,16,3965,162,11,23,3780
2017,6,21,17,4212,221,6,31,3960
2017,6,21,18,3855,169,7,24,3662
2017,6,21,19,3664,176,11,22,3466
2017,6,21,20,3562,166,7,34,3362
2017,6,21,21,3557,140,1,31,3386
2017,6,21,22,3631,151,6,13,3467
2017,6,21,23,3778,194,6,30,3554
2017,6,22,0,4177,184,5,20,3973
2017,6,22,1,4090,169,2,16,3905
2017,6,22,2,3576,148,3,21,3407
2017,6,22,3,2347,114,1,7,2226
2017,6,22,4,1392,84,3,5,1303
2017,6,22,5,717,37,1,5,675
2017,6,22,6,613,14,0,4,595
2017,6,22,7,460,13,0,2,445
2017,6,22,8,342,17,0,1,324
2017,6,22,9,554,20,0,5,529
2017,6,22,10,1025,36,1,8,981
2017,6,22,11,2025,67,1,5,1953
2017,6,22,12,2958,124,3,10,2824
2017,6,22,13,3304,146,6,17,3141
2017,6,22,14,3800,181,3,25,3594
2017,6,22,15,3640,143,2,36,3461
2017,6,22,16,3913,177,2,21,3715
2017,6,22,17,3952,169,10,27,3756
2017,6,22,18,3711,174,8,27,3510
2017,6,22,19,3766,152,13,28,3586
2017,6,22,20,3367,153,9,26,3188
2017,6,22,21,3258,142,2,20,3096
2017,6,22,22,3308,153,9,27,3128
2017,6,22,23,3585,154,5,19,3412
2017,6,23,0,3505,143,4,23,3339
2017,6,23,1,3504,158,5,16,3330
2017,6,23,2,3099,140,4,11,2948
2017,6,23,3,2140,99,2,8,2033
2017,6,23,4,1200,58,0,2,1140
2017,6,23,5,563,29,0,2,532
2017,6,23,6,384,15,0,1,368
2017,6,23,7,326,12,1,0,314
2017,6,23,8,322,8,0,2,312
2017,6,23,9,498,22,0,1,475
2017,6,23,10,980,42,0,2,936
2017,6,23,11,1756,86,2,6,1664
2017,6,23,12,2716,90,1,14,2612
2017,6,23,13,3222,118,5,24,3080
2017,6,23,14,3675,155,3,21,3499
2017,6,23,15,3233,151,7,27,3055
2017,6,23,16,3375,160,9,25,3190
2017,6,23,17,3687,160,8,21,3506
2017,6,23,18,3456,150,6,23,3283
2017,6,23,19,3417,149,9,25,3243
2017,6,23,20,2930,121,2,22,2787
2017,6,23,21,2723,150,6,14,2559
2017,6,23,22,3191,153,3,15,3023
2017,6,23,23,3124,138,3,15,2971
2017,6,24,0,2860,140,3,15,2705
2017,6,24,1,2827,139,4,12,2676
2017,6,24,2,2524,109,2,9,2406
2017,6,24,3,1980,96,1,7,1877
2017,6,24,4,1275,52,1,7,1216
2017,6,24,5,676,32,0,2,642
2017,6,24,6,448,12,0,2,434
2017,6,24,7,366,18,1,1,347
2017,6,24,8,255,10,0,0,245
2017,6,24,9,310,7,0,1,302
2017,6,24,10,625,25,0,0,600
2017,6,24,11,1221,52,1,4,1165
2017,6,24,12,1685,71,0,10,1604
2017,6,24,13,2280,87,4,7,2186
2017,6,24,14,2395,87,4,18,2290
2017,6,24,15,2451,114,6,18,2319
2017,6,24,16,2244,117,6,12,2115
2017,6,24,17,2582,119,5,14,2449
2017,6,24,18,2529,125,4,9,2395
2017,6,24,19,2388,117,1,8,2263
2017,6,24,20,2299,117,0,9,2173
2017,6,24,21,2488,104,5,12,2372
2017,6,24,22,2703,136,4,15,2552
2017,6,24,23,2695,139,4,13,2543
2017,6,25,0,2577,115,5,3,2459
2017,6,25,1,2508,113,2,19,2376
2017,6,25,2,2212,86,2,11,2115
2017,6,25,3,1839,76,3,6,1757
2017,6,25,4,1399,49,0,1,1349
2017,6,25,5,821,31,1,2,788
2017,6,25,6,502,19,0,2,481
2017,6,25,7,265,11,0,0,254
2017,6,25,8,241,7,0,0,234
2017,6,25,9,241,16,0,0,225
2017,6,25,10,459,15,0,1,443
2017,6,25,11,779,32,1,1,746
2017,6,25,12,1468,60,1,2,1406
2017,6,25,13,2010,93,1,5,1912
2017,6,25,14,2645,120,1,12,2513
2017,6,25,15,2541,102,2,8,2431
2017,6,25,16,2458,110,1,6,2342
2017,6,25,17,2663,122,2,11,2530
2017,6,25,18,2666,107,2,6,2553
2017,6,25,19,2869,113,2,17,2739
2017,6,25,20,2847,125,3,11,2711
2017,6,25,21,3101,108,1,15,2978
2017,6,25,22,3364,146,5,19,3199
2017,6,25,23,3806,149,2,19,3638
2017,6,26,0,3765,137,3,14,3614
2017,6,26,1,3656,141,5,11,3504
2017,6,26,2,3127,114,1,13,3000
2017,6,26,3,2158,74,3,6,2078
2017,6,26,4,1280,62,1,4,1214
2017,6,26,5,730,36,1,1,693
2017,6,26,6,367,15,0,0,352
2017,6,26,7,268,7,0,2,259
2017,6,26,8,268,8,0,0,260
2017,6,26,9,493,14,0,1,478
2017,6,26,10,900,30,0,0,870
2017,6,26,11,1790,61,1,8,1721
2017,6,26,12,2669,109,2,20,2540
2017,6,26,13,3520,134,0,18,3368
2017,6,26,14,3823,144,2,17,3662
2017,6,26,15,3783,157,6,27,3599
2017,6,26,16,4034,170,2,21,3843
2017,6,26,17,4112,191,8,28,3893
2017,6,26,18,3962,186,5,23,3753
2017,6,26,19,4048,165,5,24,3859
2017,6,26,20,3673,163,5,17,3493
2017,6,26,21,3825,186,4,23,3616
2017,6,26,22,4088,184,4,28,3876
2017,6,26,23,4338,183,8,13,4142
2017,6,27,0,4193,184,6,15,3994
2017,6,27,1,4286,202,7,18,4066
2017,6,27,2,3622,140,6,19,3463
2017,6,27,3,2462,124,0,7,2331
2017,6,27,4,1294,67,0,4,1223
2017,6,27,5,797,43,0,2,752
2017,6,27,6,398,18,0,5,375
2017,6,27,7,275,12,0,1,262
2017,6,27,8,301,9,0,0,292
2017,6,27,9,543,17,0,0,526
2017,6,27,10,1017,47,1,4,966
2017,6,27,11,2030,56,2,9,1965
2017,6,27,12,2853,129,5,23,2701
2017,6,27,13,3666,160,6,32,3474
2017,6,27,14,4016,189,4,30,3797
2017,6,27,15,3695,192,7,31,3472
2017,6,27,16,4002,143,6,30,3829
2017,6,27,17,4268,203,9,18,4047
2017,6,27,18,4181,165,6,28,3988
2017,6,27,19,4083,153,8,27,3903
2017,6,27,20,3666,155,8,31,3480
2017,6,27,21,3542,206,7,21,3315
2017,6,27,22,3857,190,10,23,3644
2017,6,27,23,3946,189,5,19,3738
2017,6,28,0,4224,216,4,23,3985
2017,6,28,1,4068,177,5,27,3864
2017,6,28,2,3473,166,6,20,3287
2017,6,28,3,2434,103,2,15,2316
2017,6,28,4,1372,73,4,11,1288
2017,6,28,5,753,38,3,4,711
2017,6,28,6,433,23,1,1,409
2017,6,28,7,265,11,0,0,254
2017,6,28,8,310,12,0,1,297
2017,6,28,9,594,18,0,0,576
2017,6,28,10,986,45,2,2,939
2017,6,28,11,2024,84,1,17,1923
2017,6,28,12,2844,144,5,33,2667
2017,6,28,13,3778,191,8,39,3548
2017,6,28,14,4017,182,9,38,3797
2017,6,28,15,3918,184,7,34,3700
2017,6,28,16,3938,206,8,41,3691
2017,6,28,17,4151,191,5,40,3920
2017,6,28,18,4168,185,4,32,3951
2017,6,28,19,3937,189,11,36,3712
2017,6,28,20,3745,195,8,21,3529
2017,6,28,21,3986,195,7,26,3765
2017,6,28,22,4619,211,4,19,4389
2017,6,28,23,4732,232,9,23,4477
2017,6,29,0,4375,191,4,20,4164
2017,6,29,1,4270,182,5,18,4070
2017,6,29,2,3754,164,4,16,3574
2017,6,29,3,2628,129,8,8,2491
2017,6,29,4,1465,66,2,8,1391
2017,6,29,5,682,32,0,3,647
2017,6,29,6,424,19,1,3,402
2017,6,29,7,434,17,1,2,415
2017,6,29,8,322,12,1,0,310
2017,6,29,9,549,21,0,3,525
2017,6,29,10,1144,49,0,2,1093
2017,6,29,11,2091,88,4,15,1988
2017,6,29,12,2906,122,2,16,2768
2017,6,29,13,3644,195,4,34,3415
2017,6,29,14,4039,187,16,36,3816
2017,6,29,15,3765,159,7,35,3571
2017,6,29,16,3877,177,5,34,3666
2017,6,29,17,4160,250,4,34,3876
2017,6,29,18,4214,190,11,17,4007
2017,6,29,19,3929,169,4,27,3733
2017,6,29,20,3650,191,7,31,3428
2017,6,29,21,3471,194,5,30,3247
2017,6,29,22,3394,156,6,19,3219
2017,6,29,23,3518,180,4,16,3322
2017,6,30,0,3917,188,5,22,3707
2017,6,30,1,3907,192,3,20,3695
2017,6,30,2,3473,198,2,18,3257
2017,6,30,3,2398,111,2,12,2275
2017,6,30,4,1483,86,1,4,1393
2017,6,30,5,687,42,0,1,644
2017,6,30,6,379,21,0,0,358
2017,6,30,7,400,25,0,1,374
2017,6,30,8,337,20,0,3,314
2017,6,30,9,579,24,0,1,554
2017,6,30,10,1150,49,2,3,1098
2017,6,30,11,1924,91,1,3,1830
2017,6,30,12,2777,118,2,24,2635
2017,6,30,13,3593,137,2,25,3431
2017,6,30,14,3701,176,2,30,3495
2017,6,30,15,3562,187,3,24,3351
2017,6,30,16,3558,190,5,32,3336
2017,6,30,17,3569,165,5,23,3381
2017,6,30,18,3608,175,6,30,3403
2017,6,30,19,3548,198,9,29,3321
2017,6,30,20,3246,158,7,22,3066
2017,6,30,21,3228,143,1,13,3072
2017,6,30,22,3118,134,2,24,2960
2017,6,30,23,3246,146,2,13,3087
2017,7,1,0,3264,160,1,17,3087
2017,7,1,1,3178,157,2,9,3012
2017,7,1,2,2846,131,1,9,2706
2017,7,1,3,2245,109,2,11,2125
2017,7,1,4,1304,54,0,7,1243
2017,7,1,5,749,45,1,1,703
2017,7,1,6,431,15,0,2,414
2017,7,1,7,429,7,0,1,421
2017,7,1,8,330,21,0,1,308
2017,7,1,9,392,18,1,0,374
2017,7,1,10,732,39,1,2,691
2017,7,1,11,1364,73,1,4,1287
2017,7,1,12,1882,91,6,7,1784
2017,7,1,13,2484,108,1,7,2369
2017,7,1,14,2859,132,6,4,2723
2017,7,1,15,2717,153,4,12,2552
2017,7,1,16,2685,136,5,10,2539
2017,7,1,17,2951,151,3,15,2785
2017,7,1,18,3000,139,3,15,2846
2017,7,1,19,2785,133,2,6,2646
2017,7,1,20,2837,143,2,12,2682
2017,7,1,21,2789,142,4,7,2640
2017,7,1,22,2995,139,5,7,2849
2017,7,1,23,3065,161,3,9,2895
2017,7,2,0,3075,128,1,10,2937
2017,7,2,1,3067,117,4,13,2937
2017,7,2,2,2446,99,2,8,2339
2017,7,2,3,2093,90,5,8,1995
2017,7,2,4,1354,52,5,3,1299
2017,7,2,5,768,35,2,1,732
2017,7,2,6,474,19,0,0,455
2017,7,2,7,287,13,1,2,272
2017,7,2,8,252,6,0,0,246
2017,7,2,9,381,17,0,0,364
2017,7,2,10,570,23,0,2,545
2017,7,2,11,1051,46,0,1,1004
2017,7,2,12,1787,88,4,6,1693
2017,7,2,13,2468,100,2,13,2355
2017,7,2,14,2635,115,2,4,2516
2017,7,2,15,2780,154,4,9,2617
2017,7,2,16,2767,110,5,16,2641
2017,7,2,17,2849,145,5,16,2688
2017,7,2,18,2992,157,7,15,2820
2017,7,2,19,3304,158,1,20,3126
2017,7,2,20,3298,153,8,9,3136
2017,7,2,21,3546,160,3,15,3371
2017,7,2,22,3751,172,1,10,3569
2017,7,2,23,4261,169,7,15,4077
2017,7,3,0,4209,188,8,27,3994
2017,7,3,1,4308,170,10,25,4113
2017,7,3,2,3512,124,5,22,3366
2017,7,3,3,2469,87,4,11,2371
2017,7,3,4,1369,59,1,2,1308
2017,7,3,5,762,29,0,1,732
2017,7,3,6,458,18,2,1,439
2017,7,3,7,317,11,0,0,306
2017,7,3,8,291,11,1,0,280
2017,7,3,9,451,17,0,1,433
2017,7,3,10,1027,37,0,3,987
2017,7,3,11,1860,64,1,6,1790
2017,7,3,12,2972,140,2,15,2817
2017,7,3,13,3678,187,2,27,3464
2017,7,3,14,4199,170,4,18,4011
2017,7,3,15,3860,158,4,12,3690
2017,7,3,16,4376,184,5,25,4167
2017,7,3,17,4258,216,6,18,4024
2017,7,3,18,4378,207,3,22,4149
2017,7,3,19,4307,203,5,17,4087
2017,7,3,20,4224,168,0,26,4030
2017,7,3,21,3826,181,1,26,3619
2017,7,3,22,4338,198,9,35,4105
2017,7,3,23,4777,217,5,21,4539
2017,7,4,0,4772,215,1,14,4543
2017,7,4,1,4410,168,4,19,4223
2017,7,4,2,3767,164,5,25,3578
2017,7,4,3,2595,108,2,7,2480
2017,7,4,4,1354,59,1,7,1288
2017,7,4,5,798,37,0,1,760
2017,7,4,6,1302,17,0,3,1282
2017,7,4,7,394,4,0,0,390
2017,7,4,8,332,0,0,0,332
2017,7,4,9,437,5,1,0,432
2017,7,4,10,952,33,1,2,917
2017,7,4,11,2418,112,3,11,2295
2017,7,4,12,3430,162,5,22,3246
2017,7,4,13,4124,236,6,36,3852
2017,7,4,14,4654,236,7,32,4386
2017,7,4,15,4396,203,8,49,4144
2017,7,4,16,4448,249,15,37,4162
2017,7,4,17,4641,247,13,41,4353
2017,7,4,18,4605,256,11,37,4312
2017,7,4,19,4570,242,13,35,4293
2017,7,4,20,4369,234,7,34,4101
2017,7,4,21,4088,220,16,37,3831
2017,7,4,22,4665,245,7,34,4386
2017,7,4,23,4977,267,6,34,4676
2017,7,5,0,5191,240,6,30,4921
2017,7,5,1,4908,248,9,22,4638
2017,7,5,2,4156,211,7,24,3921
2017,7,5,3,2726,130,3,15,2581
2017,7,5,4,1450,74,2,9,1367
2017,7,5,5,782,35,1,6,741
2017,7,5,6,448,16,0,1,431
2017,7,5,7,395,21,1,2,372
2017,7,5,8,493,24,0,1,468
2017,7,5,9,583,30,0,0,553
2017,7,5,10,1168,68,2,6,1094
2017,7,5,11,2452,107,6,12,2333
2017,7,5,12,3497,179,8,29,3289
2017,7,5,13,4398,208,9,43,4147
2017,7,5,14,4667,219,9,44,4404
2017,7,5,15,4768,221,7,33,4514
2017,7,5,16,5194,252,8,42,4900
2017,7,5,17,5028,231,6,44,4753
2017,7,5,18,4805,224,12,49,4532
2017,7,5,19,4370,210,6,41,4119
2017,7,5,20,4293,203,11,38,4052
2017,7,5,21,4201,207,5,34,3960
2017,7,5,22,4199,194,4,27,3978
2017,7,5,23,4587,203,6,33,4351
2017,7,6,0,4483,218,6,29,4236
2017,7,6,1,4668,251,8,37,4380
2017,7,6,2,3937,194,8,26,3717
2017,7,6,3,2674,116,1,19,2539
2017,7,6,4,1466,71,2,13,1382
2017,7,6,5,828,40,1,5,783
2017,7,6,6,520,24,2,1,495
2017,7,6,7,404,14,0,3,387
2017,7,6,8,469,10,0,1,458
2017,7,6,9,586,29,0,7,550
2017,7,6,10,1299,58,1,5,1236
2017,7,6,11,2233,124,4,19,2090
2017,7,6,12,3425,201,3,26,3198
2017,7,6,13,4245,250,6,34,3961
2017,7,6,14,4646,256,19,48,4342
2017,7,6,15,4326,247,13,35,4044
2017,7,6,16,4684,237,12,41,4406
2017,7,6,17,4792,232,9,56,4504
2017,7,6,18,4471,230,13,35,4206
2017,7,6,19,4301,226,12,46,4029
2017,7,6,20,3879,195,12,38,3646
2017,7,6,21,3790,155,6,17,3618
2017,7,6,22,4095,196,7,28,3871
2017,7,6,23,4717,256,2,29,4432
2017,7,7,0,4294,207,5,39,4048
2017,7,7,1,4322,221,14,44,4057
2017,7,7,2,3500,196,8,31,3273
2017,7,7,3,2596,122,3,18,2456
2017,7,7,4,1427,63,3,3,1361
2017,7,7,5,805,42,0,4,759
2017,7,7,6,428,21,1,0,407
2017,7,7,7,303,10,0,0,293
2017,7,7,8,340,16,0,0,324
2017,7,7,9,547,34,2,2,511
2017,7,7,10,1076,56,2,6,1014
2017,7,7,11,1924,91,2,14,1819
2017,7,7,12,3128,152,1,16,2960
2017,7,7,13,3717,183,6,31,3503
2017,7,7,14,3990,219,9,43,3728
2017,7,7,15,3915,194,6,45,3676
2017,7,7,16,3834,207,6,40,3587
2017,7,7,17,4069,232,7,42,3795
2017,7,7,18,4048,228,7,36,3784
2017,7,7,19,3683,187,13,33,3463
2017,7,7,20,3546,197,14,37,3312
2017,7,7,21,3308,206,10,27,3075
2017,7,7,22,3467,208,5,28,3231
2017,7,7,23,3505,190,5,27,3288
2017,7,8,0,3453,170,3,27,3256
2017,7,8,1,3276,143,2,14,3119
2017,7,8,2,2782,142,2,13,2627
2017,7,8,3,2421,124,4,15,2282
2017,7,8,4,1538,72,2,9,1457
2017,7,8,5,793,36,1,3,754
2017,7,8,6,497,27,1,2,468
2017,7,8,7,313,15,1,0,298
2017,7,8,8,287,13,0,1,273
2017,7,8,9,509,20,1,1,488
2017,7,8,10,829,39,0,1,789
2017,7,8,11,1413,59,0,9,1345
2017,7,8,12,2102,107,3,14,1981
2017,7,8,13,2529,109,4,18,2402
2017,7,8,14,3055,137,6,23,2895
2017,7,8,15,3162,166,2,31,2965
2017,7,8,16,3232,158,8,26,3048
2017,7,8,17,3269,183,9,23,3063
2017,7,8,18,3056,175,2,22,2859
2017,7,8,19,2966,135,3,23,2808
2017,7,8,20,2877,168,6,23,2686
2017,7,8,21,3013,175,11,26,2812
2017,7,8,22,3271,168,6,20,3083
2017,7,8,23,3348,161,6,11,3176
2017,7,9,0,3218,136,1,15,3067
2017,7,9,1,2839,154,2,18,2667
2017,7,9,2,2726,108,2,20,2598
2017,7,9,3,2152,109,4,12,2031
2017,7,9,4,1647,79,1,6,1562
2017,7,9,5,1005,35,0,6,964
2017,7,9,6,493,24,1,5,464
2017,7,9,7,335,19,1,5,311
2017,7,9,8,223,11,0,0,212
2017,7,9,9,338,20,0,0,318
2017,7,9,10,617,31,0,1,585
2017,7,9,11,966,34,0,2,930
2017,7,9,12,1733,75,1,8,1650
2017,7,9,13,2169,114,2,10,2045
2017,7,9,14,2703,136,3,10,2557
2017,7,9,15,3004,150,6,9,2845
2017,7,9,16,2849,153,2,13,2683
2017,7,9,17,3116,179,3,15,2922
2017,7,9,18,3287,146,4,28,3113
2017,7,9,19,3085,168,2,20,2897
2017,7,9,20,3322,157,4,22,3143
2017,7,9,21,3667,163,2,14,3490
2017,7,9,22,3882,210,10,19,3653
2017,7,9,23,4280,192,3,16,4072
2017,7,10,0,4366,217,0,22,4127
2017,7,10,1,4041,198,4,19,3824
2017,7,10,2,3771,182,4,15,3574
2017,7,10,3,2651,140,3,6,2505
2017,7,10,4,1675,65,1,8,1602
2017,7,10,5,800,41,0,2,757
2017,7,10,6,461,17,0,3,441
2017,7,10,7,349,8,0,1,340
2017,7,10,8,282,8,3,2,272
2017,7,10,9,443,27,1,1,415
2017,7,10,10,949,37,0,4,908
2017,7,10,11,2028,98,3,11,1919
2017,7,10,12,2912,123,1,10,2779
2017,7,10,13,3901,167,3,34,3700
2017,7,10,14,4191,212,8,33,3946
2017,7,10,15,4504,222,7,24,4258
2017,7,10,16,4395,234,10,38,4123
2017,7,10,17,4750,261,14,44,4445
2017,7,10,18,4762,226,14,41,4495
2017,7,10,19,4537,209,5,35,4293
2017,7,10,20,4145,229,9,28,3888
2017,7,10,21,3913,183,6,30,3700
2017,7,10,22,4592,233,10,14,4345
2017,7,10,23,4909,225,11,29,4655
2017,7,11,0,4581,228,11,29,4324
2017,7,11,1,4753,212,4,26,4515
2017,7,11,2,3949,181,11,25,3743
2017,7,11,3,2712,129,1,9,2574
2017,7,11,4,1586,62,2,7,1517
2017,7,11,5,814,39,0,2,773
2017,7,11,6,1201,30,0,2,1169
2017,7,11,7,443,16,0,0,427
2017,7,11,8,293,11,0,0,282
2017,7,11,9,549,21,1,2,526
2017,7,11,10,1172,60,1,3,1109
2017,7,11,11,2043,95,1,5,1943
2017,7,11,12,3347,160,7,21,3166
2017,7,11,13,4214,184,4,41,3989
2017,7,11,14,4828,242,9,32,4554
2017,7,11,15,4421,234,10,35,4152
2017,7,11,16,4484,236,14,28,4220
2017,7,11,17,4554,202,11,30,4322
2017,7,11,18,4603,215,16,38,4350
2017,7,11,19,4679,191,9,28,4460
2017,7,11,20,4423,171,2,18,4234
2017,7,11,21,4163,193,9,24,3946
2017,7,11,22,4903,198,7,18,4687
2017,7,11,23,4542,199,10,32,4311
2017,7,12,0,4648,235,6,28,4385
2017,7,12,1,4255,193,5,22,4040
2017,7,12,2,4009,187,6,19,3803
2017,7,12,3,2685,121,1,14,2550
2017,7,12,4,1671,82,5,8,1581
2017,7,12,5,905,34,1,1,870
2017,7,12,6,519,21,0,1,497
2017,7,12,7,441,11,0,2,428
2017,7,12,8,489,15,0,1,473
2017,7,12,9,565,22,0,3,540
2017,7,12,10,1232,49,1,6,1177
2017,7,12,11,2234,108,3,4,2122
2017,7,12,12,3375,143,5,30,3202
2017,7,12,13,4073,153,5,24,3896
2017,7,12,14,4326,192,6,32,4102
2017,7,12,15,4245,201,5,32,4012
2017,7,12,16,4434,188,9,29,4217
2017,7,12,17,4841,214,4,35,4592
2017,7,12,18,4392,198,12,37,4157
2017,7,12,19,4624,196,11,33,4395
2017,7,12,20,4114,189,5,30,3895
2017,7,12,21,3817,182,8,28,3607
2017,7,12,22,4138,192,5,20,3926
2017,7,12,23,4456,257,10,23,4176
2017,7,13,0,4479,213,11,22,4244
2017,7,13,1,4753,239,2,23,4491
2017,7,13,2,3722,178,3,14,3530
2017,7,13,3,2793,130,1,14,2649
2017,7,13,4,1562,76,1,7,1479
2017,7,13,5,902,43,2,1,858
2017,7,13,6,497,34,0,1,462
2017,7,13,7,441,22,0,1,418
2017,7,13,8,519,20,0,2,497
2017,7,13,9,659,27,0,1,631
2017,7,13,10,1196,52,2,3,1141
2017,7,13,11,2185,103,3,12,2070
2017,7,13,12,3154,159,4,21,2974
2017,7,13,13,4010,169,5,23,3818
2017,7,13,14,4524,195,3,25,4304
2017,7,13,15,4266,204,8,23,4039
2017,7,13,16,4538,219,3,35,4284
2017,7,13,17,4261,192,9,33,4036
2017,7,13,18,4288,212,8,28,4048
2017,7,13,19,3854,213,10,32,3609
2017,7,13,20,3767,191,13,24,3552
2017,7,13,21,3633,195,9,32,3406
2017,7,13,22,3785,199,10,16,3570
2017,7,13,23,4237,198,4,23,4016
2017,7,14,0,3922,212,11,9,3701
2017,7,14,1,4270,195,4,24,4051
2017,7,14,2,3562,202,2,19,3341
2017,7,14,3,2637,122,2,11,2504
2017,7,14,4,1536,86,2,4,1446
2017,7,14,5,1120,38,0,2,1080
2017,7,14,6,433,23,0,2,408
2017,7,14,7,308,12,0,0,296
2017,7,14,8,412,26,0,1,385
2017,7,14,9,710,28,0,1,681
2017,7,14,10,1142,60,0,2,1080
2017,7,14,11,1994,103,1,14,1877
2017,7,14,12,3110,159,10,23,2928
2017,7,14,13,3418,188,4,25,3205
2017,7,14,14,4200,217,13,35,3948
2017,7,14,15,3765,192,8,25,3548
2017,7,14,16,3965,188,9,30,3747
